Degree,Specialization,state_abbr,12percentage,Specialization_Degree,Performance_Bin,Performance_Specialization,Degree_State,12percentage_normalized
B.Tech/B.E.,computer engineering, NSW,0.5632655823501546,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NSW,0.5632655823501546
B.Tech/B.E.,computer science & engineering, WA,0.45498432177581283,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ WA,0.45498432177581283
B.Tech/B.E.,electronics and communication engineering, NSW,0.9458593697128291,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.9458593697128291
B.Tech/B.E.,electronics and communication engineering, NSW,0.9512734327415461,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.9512734327415461
B.Tech/B.E.,information technology, ACT,0.5524374562927205,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ ACT,0.5524374562927205
B.Tech/B.E.,computer science & engineering, QLD,0.5055155767105056,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ QLD,0.5055155767105056
B.Tech/B.E.,instrumentation and control engineering, QLD,0.5235624534728959,instrumentation and control engineering_B.Tech/B.E.,70-80,70-80_instrumentation and control engineering,B.Tech/B.E._ QLD,0.5235624534728959
B.Tech/B.E.,electronics and communication engineering, ACT,0.5488280809402425,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ ACT,0.5488280809402425
MCA,computer application, ACT,0.6715468429244965,computer application_MCA,70-80,70-80_computer application,MCA_ ACT,0.6715468429244965
B.Tech/B.E.,information technology, NT,0.1301405400527873,information technology_B.Tech/B.E.,Below 50,Below 50_information technology,B.Tech/B.E._ NT,0.1301405400527873
B.Tech/B.E.,computer science & engineering, VIC,0.5704843330551109,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ VIC,0.5704843330551109
B.Tech/B.E.,computer engineering, ACT,0.11209366329039705,computer engineering_B.Tech/B.E.,Below 50,Below 50_computer engineering,B.Tech/B.E._ ACT,0.11209366329039705
B.Tech/B.E.,computer science & engineering, SA,0.3827968147262516,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.3827968147262516
B.Tech/B.E.,computer science & engineering, QLD,0.2203749238647389,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ QLD,0.2203749238647389
B.Tech/B.E.,information technology, WA,0.5903358974937402,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ WA,0.5903358974937402
B.Tech/B.E.,computer science & engineering, QLD,0.467436666741862,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.467436666741862
B.Tech/B.E.,computer engineering, NT,0.3286561844390806,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ NT,0.3286561844390806
B.Tech/B.E.,computer science & engineering, VIC,0.5271718288253741,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ VIC,0.5271718288253741
B.Tech/B.E.,electronics and communication engineering, ACT,0.942249994360351,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.942249994360351
MCA,computer application, VIC,0.48024994924315945,computer application_MCA,60-70,60-70_computer application,MCA_ VIC,0.48024994924315945
B.Tech/B.E.,information technology, SA,0.36474993796386135,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ SA,0.36474993796386135
B.Tech/B.E.,computer science & engineering, QLD,0.3286561844390806,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.3286561844390806
B.Tech/B.E.,electronics and communication engineering, VIC,1.0,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,1.0
B.Tech/B.E.,computer science & engineering, NT,0.5235624534728959,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NT,0.5235624534728959
B.Tech/B.E.,mechanical engineering, WA,0.815921857023619,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ WA,0.815921857023619
B.Tech/B.E.,computer science & engineering, SA,0.8339687337860092,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ SA,0.8339687337860092
B.Tech/B.E.,information technology, SA,0.7437343499740577,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ SA,0.7437343499740577
B.Tech/B.E.,mechanical engineering, NSW,0.9602968711227412,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ NSW,0.9602968711227412
B.Tech/B.E.,electrical engineering, QLD,0.7292968485641455,electrical engineering_B.Tech/B.E.,80-100,80-100_electrical engineering,B.Tech/B.E._ QLD,0.7292968485641455
B.Tech/B.E.,mechanical engineering, TAS,0.4219585373006386,mechanical engineering_B.Tech/B.E.,60-70,60-70_mechanical engineering,B.Tech/B.E._ TAS,0.4219585373006386
B.Tech/B.E.,applied electronics and instrumentation, NSW,0.46400776015700795,applied electronics and instrumentation_B.Tech/B.E.,60-70,60-70_applied electronics and instrumentation,B.Tech/B.E._ NSW,0.46400776015700795
B.Tech/B.E.,information technology, WA,0.7726093527938821,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ WA,0.7726093527938821
B.Tech/B.E.,electrical engineering, NSW,0.581312459112545,electrical engineering_B.Tech/B.E.,70-80,70-80_electrical engineering,B.Tech/B.E._ NSW,0.581312459112545
B.Tech/B.E.,computer science & engineering, TAS,0.39001556543120774,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ TAS,0.39001556543120774
B.Tech/B.E.,information technology, QLD,0.3033905569717342,information technology_B.Tech/B.E.,50-60,50-60_information technology,B.Tech/B.E._ QLD,0.3033905569717342
B.Tech/B.E.,computer science & engineering, TAS,0.676058562115094,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.676058562115094
B.Tech/B.E.,computer science & engineering, QLD,0.4928827629768323,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ QLD,0.4928827629768323
B.Tech/B.E.,electronics and communication engineering, VIC,0.6823749689819306,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.6823749689819306
B.Tech/B.E.,computer science & engineering, TAS,0.8014843556137067,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.8014843556137067
B.Tech/B.E.,electronics and communication engineering, VIC,0.8014843556137067,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.8014843556137067
B.Tech/B.E.,electronics and electrical engineering, TAS,0.9016445216449728,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ TAS,0.9016445216449728
B.Tech/B.E.,information science engineering, NT,0.4730311985382031,information science engineering_B.Tech/B.E.,60-70,60-70_information science engineering,B.Tech/B.E._ NT,0.4730311985382031
B.Tech/B.E.,electronics and communication engineering, QLD,0.9621015587989802,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ QLD,0.9621015587989802
B.Tech/B.E.,electronics and communication engineering, SA,0.6137968372848474,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ SA,0.6137968372848474
B.Tech/B.E.,electronics and communication engineering, ACT,0.693203095039365,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.693203095039365
B.Tech/B.E.,information technology, NT,0.761781226736448,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ NT,0.761781226736448
B.Tech/B.E.,computer engineering, VIC,0.9539804642559048,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ VIC,0.9539804642559048
B.Tech/B.E.,electronics and communication engineering, WA,0.4188905682510321,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.4188905682510321
B.Tech/B.E.,electronics and communication engineering, TAS,0.3467030612014711,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ TAS,0.3467030612014711
B.Tech/B.E.,information technology, VIC,0.8664531119583118,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ VIC,0.8664531119583118
B.Tech/B.E.,electronics and communication engineering, SA,0.4730311985382031,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ SA,0.4730311985382031
B.Tech/B.E.,electronics and communication engineering, WA,0.8646484242820728,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.8646484242820728
B.Tech/B.E.,computer science & engineering, WA,0.8772812380157461,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ WA,0.8772812380157461
B.Tech/B.E.,computer engineering, QLD,0.8502109228721605,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ QLD,0.8502109228721605
B.Tech/B.E.,computer science & engineering, SA,0.45137494642333464,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.45137494642333464
B.Tech/B.E.,electronics and communication engineering, ACT,0.6895937196868868,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.6895937196868868
B.Tech/B.E.,electronics and instrumentation engineering, SA,0.707640596449277,electronics and instrumentation engineering_B.Tech/B.E.,80-100,80-100_electronics and instrumentation engineering,B.Tech/B.E._ SA,0.707640596449277
B.Tech/B.E.,computer science & engineering, NSW,0.9566874957702632,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.9566874957702632
B.Tech/B.E.,computer science & engineering, TAS,0.40084369148864185,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ TAS,0.40084369148864185
B.Tech/B.E.,information technology, TAS,0.8700624873107897,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ TAS,0.8700624873107897
B.Tech/B.E.,information technology, VIC,0.5713866768932304,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ VIC,0.5713866768932304
B.Tech/B.E.,information technology, QLD,0.81411716934738,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ QLD,0.81411716934738
B.Tech/B.E.,electronics and communication engineering, QLD,0.8520156105483995,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ QLD,0.8520156105483995
B.Tech/B.E.,computer science & engineering, TAS,0.5777030837600668,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ TAS,0.5777030837600668
B.Tech/B.E.,electronics and communication engineering, TAS,0.29978118161925627,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ TAS,0.29978118161925627
B.Tech/B.E.,information technology, SA,0.5661530826321369,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ SA,0.5661530826321369
B.Tech/B.E.,electronics and communication engineering, QLD,0.4188905682510321,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ QLD,0.4188905682510321
B.Tech/B.E.,computer science & engineering, SA,0.40084369148864185,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.40084369148864185
B.Tech/B.E.,computer engineering, NT,0.31060930767669037,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ NT,0.31060930767669037
B.Tech/B.E.,computer science & engineering, NSW,0.7509531006790139,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.7509531006790139
B.Tech/B.E.,information technology, VIC,0.3575311872589052,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ VIC,0.3575311872589052
B.Tech/B.E.,computer science & engineering, SA,0.31060930767669037,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ SA,0.31060930767669037
B.Tech/B.E.,electronics and communication engineering, SA,0.7256874732116673,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ SA,0.7256874732116673
B.Tech/B.E.,electronics and communication engineering, NT,0.6823749689819306,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.6823749689819306
B.Tech/B.E.,computer science & engineering, ACT,0.6895937196868868,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ ACT,0.6895937196868868
B.Tech/B.E.,information technology, NT,0.46039838480452977,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ NT,0.46039838480452977
B.Tech/B.E.,electronics and communication engineering, VIC,0.7437343499740577,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.7437343499740577
B.Tech/B.E.,computer engineering, SA,0.3286561844390806,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ SA,0.3286561844390806
B.Tech/B.E.,computer science & engineering, TAS,0.5091249520629838,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ TAS,0.5091249520629838
B.Tech/B.E.,electronics and communication engineering, QLD,0.39001556543120774,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ QLD,0.39001556543120774
B.Tech/B.E.,computer science & engineering, WA,0.8520156105483995,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ WA,0.8520156105483995
B.Tech/B.E.,computer science & engineering, QLD,0.5091249520629838,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ QLD,0.5091249520629838
MCA,computer application, NSW,0.23842180062712914,computer application_MCA,50-60,50-60_computer application,MCA_ NSW,0.23842180062712914
